log,category
[3333]  Connection timed out after 30000 milliseconds - Execution ID 27838,Timeout Failure
[8386]  [INFO] Thread-1 executing task Segmentation fault (core dumped) - Execution ID 64803,Container Crash
[5523]  [INFO] Thread-9 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 33083,Build Failure
[1863]  [INFO] Thread-7 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 93281,Network Failure
"[1868]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 49345",Permission Error
[4638]  Cannot read property 'url' of undefined from process.env - Execution ID 31411,Environment Issue
[9797]  [INFO] Thread-7 executing task AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 96556,Permission Error
[2088]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 94577,Permission Error
[7157]  User does not have permission to execute this action - Execution ID 89487,Permission Error
[7650]  [INFO] Thread-10 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 26829,Environment Issue
[9790]  ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 72869,Network Failure
[4124]  Test passed on retry 2 - Execution ID 21999,Flaky Test
"[2180]  [INFO] Thread-8 executing task Randomised test failed, check seed 12345 - Execution ID 62135",Flaky Test
[9277]  [INFO] Thread-4 executing task Test passed on retry 2 - Execution ID 67814,Flaky Test
[5105]  [INFO] Thread-2 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 42092,Timeout Failure
[8001]  Connection timed out after 30000 milliseconds - Execution ID 47050,Timeout Failure
[8058]  [INFO] Thread-1 executing task Segmentation fault (core dumped) - Execution ID 94581,Container Crash
[5507]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 17290,Permission Error
[6250]  [INFO] Thread-10 executing task AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 35903,Permission Error
"[6217]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 45277",Permission Error
[8721]  [INFO] Thread-4 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 38186,Network Failure
[7572]  [INFO] Thread-8 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 68209,Timeout Failure
[6639]  [INFO] Thread-3 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 32782,Timeout Failure
[3571]  [INFO] Thread-8 executing task Error: expect(received).toBe(expected) - Execution ID 71102,Test Failure
[3170]  [INFO] Thread-1 executing task socket hang up - Execution ID 78801,Network Failure
[9043]  [INFO] Thread-7 executing task SyntaxError: Unexpected token - Execution ID 22203,Build Failure
[7537]  SyntaxError: Unexpected token - Execution ID 24010,Build Failure
[6132]  Could not resolve dependencies for project - Execution ID 15702,Dependency Error
[4855]  Connection timed out after 30000 milliseconds - Execution ID 43489,Timeout Failure
[1561]  [INFO] Thread-2 executing task npm ERR! code ERESOLVE - Execution ID 82193,Dependency Error
[4922]  [INFO] Thread-7 executing task Exception: AWS_REGION is not set - Execution ID 75144,Environment Issue
[3386]  pip: No matching distribution found for numpy==99.9.9 - Execution ID 38471,Dependency Error
[6950]  [INFO] Thread-4 executing task Segmentation fault (core dumped) - Execution ID 64548,Container Crash
[5064]  [INFO] Thread-6 executing task chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 81630,Permission Error
"[4053]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 63328",Permission Error
[9512]  [INFO] Thread-1 executing task Request timeout while fetching https://api.github.com - Execution ID 69404,Timeout Failure
[4155]  [INFO] Thread-5 executing task Test passed on retry 2 - Execution ID 11719,Flaky Test
"[2949]  [INFO] Thread-6 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 38695",Timeout Failure
"[4031]  [INFO] Thread-6 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 37038",Timeout Failure
[4338]  [INFO] Thread-6 executing task OOMKilled: Container exited with code 137 - Execution ID 47486,Container Crash
[9509]  Segmentation fault (core dumped) - Execution ID 74678,Container Crash
[3731]  [INFO] Thread-3 executing task Could not resolve dependencies for project - Execution ID 28517,Dependency Error
[8599]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 51979,Permission Error
[3985]  [INFO] Thread-2 executing task Error: Missing environment variable DB_PASSWORD - Execution ID 80202,Environment Issue
[9310]  [INFO] Thread-1 executing task Error: expect(received).toBe(expected) - Execution ID 69367,Test Failure
"[9148]  Randomised test failed, check seed 12345 - Execution ID 84027",Flaky Test
[9708]  [INFO] Thread-5 executing task FAIL src/components/App.test.tsx - Execution ID 43990,Test Failure
[3272]  [INFO] Thread-2 executing task Failed to connect to repository: Could not resolve host - Execution ID 81902,Network Failure
[3219]  [INFO] Thread-5 executing task SyntaxError: Unexpected token - Execution ID 41196,Build Failure
[2033]  User does not have permission to execute this action - Execution ID 78289,Permission Error
[8947]  [INFO] Thread-5 executing task Intermittent failure in test_network_connection - Execution ID 83502,Flaky Test
"[7342]  [INFO] Thread-8 executing task Randomised test failed, check seed 12345 - Execution ID 40700",Flaky Test
[2400]  [INFO] Thread-7 executing task AssertionError: timestamp mismatch (flaky) - Execution ID 77658,Flaky Test
[8844]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 44329,Permission Error
[7930]  [INFO] Thread-4 executing task test_user_auth_failed: user is not authenticated - Execution ID 56320,Test Failure
[3069]  Failed to connect to repository: Could not resolve host - Execution ID 16799,Network Failure
[1421]  [INFO] Thread-8 executing task error: expected ';' before '}' token - Execution ID 27481,Build Failure
[1282]  [INFO] Thread-4 executing task pip: No matching distribution found for numpy==99.9.9 - Execution ID 87329,Dependency Error
[3805]  [INFO] Thread-7 executing task Intermittent failure in test_network_connection - Execution ID 83343,Flaky Test
[8699]  Connection timed out after 30000 milliseconds - Execution ID 60355,Timeout Failure
[6100]  Intermittent failure in test_network_connection - Execution ID 84538,Flaky Test
[7209]  [INFO] Thread-6 executing task Intermittent failure in test_network_connection - Execution ID 79949,Flaky Test
[2347]  [INFO] Thread-4 executing task Missing dependency: left-pad is not installed - Execution ID 48123,Dependency Error
[2321]  [INFO] Thread-3 executing task Exception: AWS_REGION is not set - Execution ID 37086,Environment Issue
[2182]  [INFO] Thread-7 executing task AssertionError: timestamp mismatch (flaky) - Execution ID 69530,Flaky Test
[8849]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 69155,Environment Issue
[4025]  npm ERR! code ERESOLVE - Execution ID 42786,Dependency Error
"[8747]  [INFO] Thread-8 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 63375",Permission Error
[3961]  Error: Missing environment variable DB_PASSWORD - Execution ID 74885,Environment Issue
[3556]  [INFO] Thread-1 executing task AssertionError: timestamp mismatch (flaky) - Execution ID 67965,Flaky Test
[3774]  [INFO] Thread-7 executing task 403 Forbidden: Access denied - Execution ID 98397,Permission Error
[8986]  [INFO] Thread-7 executing task Missing dependency: left-pad is not installed - Execution ID 74675,Dependency Error
[1179]  [INFO] Thread-9 executing task Error: expect(received).toBe(expected) - Execution ID 76318,Test Failure
[1638]  [INFO] Thread-8 executing task OOMKilled: Container exited with code 137 - Execution ID 38544,Container Crash
"[1361]  [INFO] Thread-5 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 51016",Permission Error
[6877]  [INFO] Thread-3 executing task SyntaxError: Unexpected token - Execution ID 18913,Build Failure
[3807]  urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 64655,Network Failure
[2273]  [INFO] Thread-6 executing task Missing dependency: left-pad is not installed - Execution ID 74678,Dependency Error
[9574]  [INFO] Thread-3 executing task Connection timed out after 30000 milliseconds - Execution ID 22798,Timeout Failure
[9964]  [INFO] Thread-4 executing task error: ISO C++ forbids comparison between pointer and integer - Execution ID 58028,Build Failure
[8431]  [INFO] Thread-6 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 48963,Timeout Failure
[3019]  User does not have permission to execute this action - Execution ID 35567,Permission Error
[8785]  Job terminated: Exceeded maximum allowed runtime - Execution ID 89096,Timeout Failure
[6093]  [INFO] Thread-5 executing task Test passed on retry 2 - Execution ID 87002,Flaky Test
[4466]  [INFO] Thread-2 executing task WARN: Test execution time varied by more than 50% - Execution ID 20530,Flaky Test
[5638]  [INFO] Thread-8 executing task error: ISO C++ forbids comparison between pointer and integer - Execution ID 97805,Build Failure
[6933]  SyntaxError: Unexpected token - Execution ID 43335,Build Failure
[8131]  [INFO] Thread-4 executing task Cannot read property 'url' of undefined from process.env - Execution ID 28679,Environment Issue
[7099]  [INFO] Thread-4 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 63692,Build Failure
[9128]  [INFO] Thread-8 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 26851,Container Crash
[9465]  [INFO] Thread-7 executing task User does not have permission to execute this action - Execution ID 64855,Permission Error
[2431]  [INFO] Thread-3 executing task Expected value to equal: 5 Received: 4 - Execution ID 20323,Test Failure
[5772]  Could not resolve dependencies for project - Execution ID 50355,Dependency Error
[9154]  Error: Missing environment variable DB_PASSWORD - Execution ID 25262,Environment Issue
[2083]  Connection timed out after 30000 milliseconds - Execution ID 16136,Timeout Failure
[3154]  Could not resolve dependencies for project - Execution ID 29949,Dependency Error
[8005]  Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 75255,Dependency Error
[8920]  Expected value to equal: 5 Received: 4 - Execution ID 84575,Test Failure
[3379]  Expected value to equal: 5 Received: 4 - Execution ID 56516,Test Failure
"[2158]  [INFO] Thread-1 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 44105",Timeout Failure
[1481]  Cannot read property 'url' of undefined from process.env - Execution ID 40542,Environment Issue
[6131]  TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 48223,Build Failure
[6904]  OOMKilled: Container exited with code 137 - Execution ID 25195,Container Crash
[5961]  [INFO] Thread-5 executing task pip: No matching distribution found for numpy==99.9.9 - Execution ID 87714,Dependency Error
[4463]  ModuleNotFoundError: No module named 'src.utils' - Execution ID 35249,Build Failure
[1376]  [INFO] Thread-6 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 30325,Container Crash
[4434]  [INFO] Thread-9 executing task npm ERR! code ERESOLVE - Execution ID 76812,Dependency Error
[2627]  AssertionError: expected False to be True - Execution ID 58156,Test Failure
[8635]  Segmentation fault (core dumped) - Execution ID 46522,Container Crash
[6202]  [INFO] Thread-8 executing task npm ERR! code ERESOLVE - Execution ID 97265,Dependency Error
[7625]  docker run failed: container crashed unexpectedly - Execution ID 47649,Container Crash
"[7285]  [INFO] Thread-5 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 48435",Permission Error
"[7991]  [INFO] Thread-2 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 14979",Permission Error
[9388]  [INFO] Thread-3 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 57921,Environment Issue
